Tweet Date,Tweet Content,label_up5,label_up2,label_down5,label_down2,Close,label_up5_price,label_up2_price,label_down5_price,label_down2_price,RSI,ROC,Upper Barrier,Lower Barrier,Vertical Barrier,Label,Previous Label,group,Pred_Label,Pred_Conf
2015-01-01,invest in not in bitcoin or tech bitcoin casino play now over btc in poker more super bitcoin taking closer look at the major that affected the price of bitcoin throughout and both are edible remember if you miss out on shake shack there always the bitcoin thingy bitcoin quick cryptocurrency exchange platform it never been so easy to use bitcoin post no bitcoin boa um no tiver em chart bitcoin right on par with ruble to introduce bitcoin tax super think one bitcoin is worth around at the moment not sure if you can do partial with it though here is bitcoin tip via claim it here do you have the number for bitcoin customer service here is bitcoin tip via claim it here cryptocurrency exchange platform it never been so easy to use bitcoin video mobile bitcoin billionaire inferno monument valley and come one just twit and to win bitcoin here is bitcoin tip via claim it here here is bitcoin tip via claim it here is considering apple pay and bitcoin a to pay parking of course they do what the exchange rate for bitcoin to anyway can you do bitcoin could the bitcoin model help the,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,3,Neutral,0.9450071454048157
2015-01-01,win bitcoin here is bitcoin tip via claim it here here is bitcoin tip via claim it here is considering apple pay and bitcoin a to pay parking of course they do what the exchange rate for bitcoin to anyway can you do bitcoin could the bitcoin model help the music industry by el en la red en el un para para la bitcoin bitcoin btc bitcoin btc bitcoin the second worst currency in is the worst is bitcoin bitcoin here is bitcoin tip via claim it here is considering apple pay and bitcoin a to pay parking don miss out your bitcoin tip about to expire collect with this link super bitcoin trust to sell on telling about faith and in how to measure the value of medium coverage whether for life or for one year banning gay blood donation is bad science the rise of anti government around the world and how to reduce it in forget visualize the bitcoin in sight according to feeling pretty good is considering apple pay and bitcoin a to pay parking yes and more happy new year bitcoin bitcoin extortionist bitcoin bitcoin today is your last chance for tax right off recommend,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,0,Neutral,0.9499537348747253
2015-01-01,the world and how to reduce it in forget visualize the bitcoin in sight according to feeling pretty good is considering apple pay and bitcoin a to pay parking yes and more happy new year bitcoin bitcoin extortionist bitcoin bitcoin today is your last chance for tax right off recommend fight for your digital there buy and sell bitcoin kiosk at pioneer place earn free bitcoin just by leaving browser tab open invite only super invest dividend invest bitcoin safe invest currency return fund btc bitcoin current price btc bitcoin current price btc bitcoin you miss of the you don take invest in not in bitcoin or cryptocurrency exchange platform it never been so easy to use bitcoin bitcoin bitcoin btc slipped below today in what bitcoin and survival guide how to thrive in the new digital wild west of crypto bitcoin and survival guide how to thrive in the new digital wild west of crypto got parking ticket in city looking at apple pay bitcoin a way to pay bitcoin quick here is bitcoin tip via claim it here happy new year from everyone at btc let hope is the year of bitcoin here is bitcoin tip via claim,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,2,Neutral,0.9491201043128967
2015-01-01,new digital wild west of crypto got parking ticket in city looking at apple pay bitcoin a way to pay bitcoin quick here is bitcoin tip via claim it here happy new year from everyone at btc let hope is the year of bitcoin here is bitcoin tip via claim it here at this rate going to need and bitcoin to actually issue parking in just up for early access to debit the world first bitcoin sign up here here is bitcoin tip via claim it here bitcoin exchange their full screen trading interface in an announcement whatever the mind of man can conceive and believe can achieve bitcoin my article on china bitcoin the giant top bitcoin in is considering and bitcoin a to pay parking live profit buy sell bitcoin btc will belong to bitcoin and happy new eve everyone thank you to my those who follow to all help bitcoin network the simple guide to running full node bitcoin apple pay bitcoin bitcoin bitcoin one more step forward bitcoin will be bitcoin auld syne someday bitcoin bigwig go to prison in silk road case role for bitcoin bitcoin btc to an even better bitcoin btc cryptocurrency give,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,2,Neutral,0.9471280574798584
2015-01-01,all help bitcoin network the simple guide to running full node bitcoin apple pay bitcoin bitcoin bitcoin one more step forward bitcoin will be bitcoin auld syne someday bitcoin bigwig go to prison in silk road case role for bitcoin bitcoin btc to an even better bitcoin btc cryptocurrency give to bitcoin happy new year bitcoin hope the cryptocurrency booming the bitcoin cryptocurrency wa via crypto bitcoin bitcoin bitcoin price at year end bitcoin help bitcoin network the simple guide to running full node bitcoin it gone epic dump on bitcoin here great shot at showing how we can help a community just donated some happy new year everyone let be the very successful year we will do everything we can cryptocurrency bitcoin bitcoin price at year end sell just donated bitcoin to damn it good to be happy new year bitcoin price at year end here is bitcoin tip via claim it here will target corporate medium next btc bitcoin here is bitcoin tip via claim it here here is bitcoin tip via claim it here here is bitcoin tip via claim it here de la la me de e el bitcoin en sitio de commerce con bitcoin via,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,2,Neutral,0.9498600959777832
2015-01-01,you in bitcoin market index market index by bitcoin de forum bitcoin apple pay a to pay parking bitcoin price at year end donate bitcoin help bitcoin network the simple guide to running full node via bitcoin current price of bitcoin is bitcoin wa world worst currency in magazine bitcoin casino play now over btc in poker more super new fear index could provide insight into volatility in the bitcoin in bitcoin price in buy sell buy and sell bitcoin in dit moment is eu bitcoin trust bitcoin bitcoin money crypto cryptocurrency hey it someone is about to get in bitcoin just for who will it be stay tuned becomes first major bitcoin trading to implement signature escrow bitcoin trust to sell million disease forced to spend his last day fighting vile bitcoin extortionist disease forced to spend his last day fighting vile bitcoin extortionist disease forced to spend his last day fighting vile bitcoin extortionist disease forced to spend his last day fighting vile bitcoin extortionist disease forced to spend his last day fighting vile bitcoin extortionist direct link tweet pic gone jack this bitcoin accepted had great pic bitcoin wait for it the ending is interesting it related,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,4,Neutral,0.9536716938018799
2015-01-01,year in bitcoin in two blo cryptocurrency exchange platform it never been so easy to use bitcoin take invest in not in bitcoin or la bitcoin actual e the bitcoin network positive momentum a it despite two consecutive in the bitcoin bitcoin hope the cryptocurrency booming super just won btc in our free lottery fun way to win free btc bitcoin bitcoin btc technical analysis network current price of bitcoin is got parking ticket in city looking at apple pay bitcoin a way to pay technica nice cloud looking thin there receive up to free every hour bitcoin via tweet the all long you could win in bitcoin from bitcoin the year in bitcoin in two stealth create anonymous bitcoin in bitcoin price in buy sell buy and sell bitcoin in bitcoin bitcoin one more step forward bitcoin will be bitcoin auld syne someday bitcoin exchange their full screen trading interface bitcoin tweet the all long you could win in bitcoin from bitcoin trust for on more to be revealed in entrepreneur bitcoin worst currency of technology bitcoin today is reminiscent of the early day of the more bitcoin headline news video on happy new year to bitcoin cryptocurrency friendship,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,4,Neutral,0.9514380097389221
2015-01-01,year come to close resolution to stop bitcoin the money and double down on the soon being the infrastructure for all bus cottage of now bitcoin la virtual bitcoin se ha el genus con bitcoin registrate para de mi got parking ticket in city looking at apple pay bitcoin a way to pay via bitcoin no future and after government will have no future perfect marriage question about trading bitcoin not on between the of on the u east coast via bitcoin bitcoin thanks for the follow support have on u bitcoin newly added got parking ticket in city looking at apple pay bitcoin a way to pay live profit buy sell bitcoin btc the next big scam in crypto via bitcoin bitcoin latest bitcoin might make move sunshine barcelona mike of sunshine wa watching marvel of when something small orange and li bitcoin para hemen al ya en en got parking ticket in city looking at apple pay bitcoin a way to pay why put my last into bitcoin investment return being bitcoin is like being the in command of the they get another his place why put my last into bitcoin investment return bitcoin cryptocurrency price why put,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,0,Neutral,0.9444789290428162
2015-01-01,parking ticket in city looking at apple pay bitcoin a way to pay auld syne someday don have bitcoin wallet yet go to at the next big scam in crypto via bitcoin everything but still use to get stuff even to get bitcoin bitcoin price at year end bitcoin price remains in narrow trading range new day trip to for street food style tapa and they even accept bitcoin bitcoin wa world worst currency in way to reclaim your awesomeness soy yo sexy auld syne someday mining difficulty back up a to all time bitcoin bitcoin new faucet example of breaking through bitcoin current price btc bitcoin current price btc bitcoin current price btc bitcoin in the last there were exchange pair yielding ranging between and bitcoin btc happy new year here is bitcoin tip via claim it here bitcoin the world worst currency this year bitcoin bitcoin most trying year come to close resolution to stop bitcoin the money and double down on the soon being the infrastructure for all bus cottage of now bitcoin la virtual bitcoin se ha el genus con bitcoin registrate para de mi got parking ticket in city looking at apple pay bitcoin a,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,3,Neutral,0.9474987387657166
2015-01-01,btc bitcoin instantly buy with btc via bitcoin regulation is still far away for auld syne someday via bitcoin bitcoin bitcoin trust for share listing on with ticker name coin will be bitcoin auld syne someday wall street journal auld syne someday new york battle against otto de and bitcoin bitcoin venture capital for bitcoin in new bitcoin exchange lazy about security filing did not include launch date or expense ratio the bitcoin trust is not close to coming to market bitcoin regulation is still far away for conference of state bank is year old de con bitcoin apple pay pay super great interview with maxwell of over bitcoin the bitcoin revolution bitcoin from bitcoin apple pay a to pay parking it looking good on the break up so far pretty bitcoin btc take invest in not in bitcoin or bitcoin taxation gift from the and the coffee problem got parking ticket in city looking at apple pay bitcoin a way to pay auld syne someday don have bitcoin wallet yet go to at the next big scam in crypto via bitcoin everything but still use to get stuff even to get bitcoin bitcoin price at year end bitcoin price,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,1,Neutral,0.950053870677948
2015-01-01,capital for bitcoin in there more legitimate of bitcoin trust me use if want to launder money bitcoin revolution edge happy new year is the year of bitcoin security la for the follow to accept bitcoin did recent bitcoin daemon compile on here are the dit moment is eu merchant news might let you pay parking via apple pay bitcoin will be bitcoin auld syne someday wall street journal bitcoin is not and anti so yeah keenly painfully aware of second idea bounty bitcoin idea had will be bitcoin auld syne someday most trying year come to close el valor real de la bitcoin news is ending but this wave of technology is just beginning by bitcoin start are embracing bitcoin more bitcoin headline news video on de con bitcoin bitcoin btc bitcoin la current price btc bitcoin current price btc bitcoin btc price current btc price on is volume btc bitcoin instantly buy with btc via bitcoin regulation is still far away for auld syne someday via bitcoin bitcoin bitcoin trust for share listing on with ticker name coin will be bitcoin auld syne someday wall street journal auld syne someday new york battle against otto de and bitcoin,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,0,Neutral,0.9507638216018677
2015-01-01,about bitcoin bitcoin si e e si e bitcoin e no dice bank in you re underwear bitcoin underwear bitcoin billion people banking for the time in history that me on the giant top bitcoin in hello kim video call and chat bitcoin la kasa de la referent bitcoin via glass bocce bitcoin to money into and in bitcoin bitcoin trust for on more to be revealed in bitcoin btc bitcoin profile view the cryptocurrency mining and cloud mining just up for free bitcoin wallet on try it hello kim video call and chat bitcoin it not profitable anyways and bitcoin network need everyone it is run by u more the bitcoin trust for on more to be revealed in bitcoin trust for on more to be revealed in van van cyan bitcoin trading is an offshore investment group specialized in the stock return in just up for early access to debit the world first bitcoin sign up here super bitcoin and streaming go hand in hand commitment to ignore good advice in queen of soul in wa one man occupy wall street killer wealth building from my millionaire mentor index happy new year here is bitcoin tip via claim,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,4,Neutral,0.9500760436058044
2015-01-01,what are the for version soon to be with latest bitcoin version on fire got parking ticket in city looking at apple pay bitcoin a way to pay more positive development in the bitcoin the technology behind bitcoin also an interesting set of new to explore the average price of bitcoin across all is the average price of bitcoin across all is bitcoin trust for on more to be revealed in top bitcoin in fear index bitcoin index may integrate apple pay bitcoin for parking bitcoin cryptocurrency will be bitcoin auld syne someday wall street journal bitcoin bitcoin trust for on more to be revealed in bitcoin trust for on more to be revealed in bitcoin bitcoin trust for on more to be revealed in btc bitcoin current price btc bitcoin current price btc bitcoin strive not to be success but rather to be of value bitcoin you were wrong about bitcoin bitcoin si e e si e bitcoin e no dice bank in you re underwear bitcoin underwear bitcoin billion people banking for the time in history that me on the giant top bitcoin in hello kim video call and chat bitcoin la kasa de la referent bitcoin via,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,2,Neutral,0.9463927745819092
2015-01-01,to debit the world first bitcoin sign up here super bitcoin and streaming go hand in hand commitment to ignore good advice in queen of soul in wa one man occupy wall street killer wealth building from my millionaire mentor index happy new year here is bitcoin tip via claim it here silent circle and combine wa mail provider and super bitcoin trust for on more to be revealed in new york looking into pay parking with apple pay bitcoin new york city considering apple pay bitcoin a for parking ticket payment price now that change in past day and in the past week bitcoin is york de ticket de parking el bitcoin bitcoin faucet bitcoin will be bitcoin auld syne someday wall street journal bitcoin may integrate apple pay bitcoin for parking bitcoin apple pay for parking happy new year here is bitcoin tip via claim it here venture capital for bitcoin in there more legitimate of bitcoin trust me use if want to launder money bitcoin revolution edge happy new year is the year of bitcoin security la for the follow to accept bitcoin did recent bitcoin daemon compile on here are the dit moment is eu merchant,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,1,Neutral,0.9475041627883911
2015-01-01,more this is looking more and more like very slick scam to scoop up million and million in bitcoin the year in bitcoin in two the year in bitcoin in two blo cryptocurrency exchange platform it never been so easy to use bitcoin bitcoin watch is out via here is bitcoin tip via claim it here always have your bitcoin when you need it with sign up for free bitcoin bitcoin trust for on more to be revealed in unit to embrace bitcoin crypto currency on bitcoin just won btc in our free lottery daily to win btc bitcoin one bitcoin now worth high low market cap billion bitcoin the difficulty not so much in new a in from old bitcoin one bitcoin now worth market cap billion based on bitcoin informative to launch bitcoin fear index bitcoin bitcoin bitcoin btc bitcoin am an user who would like to bitcoin what are the for version soon to be with latest bitcoin version on fire got parking ticket in city looking at apple pay bitcoin a way to pay more positive development in the bitcoin the technology behind bitcoin also an interesting set of new to explore the average price of,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,0,Neutral,0.9454942941665649
2015-01-01,with in in just up for early access to debit the world first bitcoin sign up here bitcoin via bitcoin news to launch bitcoin fear index massive security breach at via bitcoin most trying year come to close wa not generally bitcoin news top bitcoin in super poker night at my house starting for now on got parking ticket in city looking at apple pay bitcoin a way to pay new york city overstock how bitcoin will change got parking ticket in city looking at apple pay bitcoin a way to pay new york city doe the family have stake in massive security breach at new bitcoin exchange lazy about security new bitcoin exchange lazy about security bitcoin casino play now over btc in poker more super fresh off for launch bitcoin in bitcoin price in buy sell buy and sell bitcoin in bitcoin massive security breach at by see more this is looking more and more like very slick scam to scoop up million and million in bitcoin the year in bitcoin in two the year in bitcoin in two blo cryptocurrency exchange platform it never been so easy to use bitcoin bitcoin watch is out via here is,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,4,Neutral,0.9467964768409729
2015-01-01,and the by tech the revival of military supremacy simple to keep your financial vale do dinheiro in the last there were exchange pair yielding ranging between and bitcoin btc top story bitcoin regulation will influence expansion see more off to scout the nearest pub happy new year to the bitcoin community remember don drink trade you might end up bitcoin news overstock wa one man occupy wall street btc bitcoin current price btc bitcoin current price btc bitcoin the year in bitcoin in two take invest in not in bitcoin or bitcoin news bitcoin trust for on more to be revealed in have bitcoin business idea this is what you need to do video bitcoin news bitcoin regulation is still far away for see more bitcoin bitcoin trust for on more to be revealed in will be bitcoin auld syne someday earn free bitcoin every earn free bitcoin every with in in just up for early access to debit the world first bitcoin sign up here bitcoin via bitcoin news to launch bitcoin fear index massive security breach at via bitcoin most trying year come to close wa not generally bitcoin news top bitcoin in super poker night at,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,2,Neutral,0.9474795460700989
2015-01-01,year in bitcoin in two bitcoin one more step forward follow u on for on new digital currency news and more strive not to be success but rather to be of value bitcoin doe the family have stake in looking to provide nonprofit is now bitcoin to fund it land mine and in bitcoin price in buy sell buy and sell bitcoin in new york might apple pay and bitcoin for parking para bitcoin en el bitcoin hey it to page what is this link hi sorry for the inconvenience it the bitcoin network really slow confirmation time what your live profit buy sell bitcoin btc hilarious throwback video about bitcoin bitcoin worst currency of bitcoin btc energy keep the on for new year bitcoin apple pay for parking hey sec filing for the bitcoin trust exposure to for the here is bitcoin tip via claim it here tech quickie and the by tech the revival of military supremacy simple to keep your financial vale do dinheiro in the last there were exchange pair yielding ranging between and bitcoin btc top story bitcoin regulation will influence expansion see more off to scout the nearest pub happy new year to the,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,4,Neutral,0.9465961456298828
2015-01-01,bitcoin commerce for may integrate apple pay bitcoin for parking bitcoin will be bitcoin auld syne someday bitcoin bitcoin one more step forward how doe bitcoin even work like thought it have physical form and that wa it appeal but just don get bitcoin new year manifesto an open letter to money bitcoin trust for on more to be revealed in bitcoin bitcoin forget bitcoin price and chili bitcoin for parking don miss out your bitcoin tip about to expire collect with this link here is bitcoin tip via claim it here latest bitcoin news via how bitcoin legit virtual currency bitcoin epic wa one of many tech and in here is bitcoin tip via claim it here bitcoin price update btc bid ask btc bid ask just saw bitcoin vending machine in grand central station is going to be weird bitcoin dear let not ruin like we ruined the year in bitcoin in two bitcoin one more step forward follow u on for on new digital currency news and more strive not to be success but rather to be of value bitcoin doe the family have stake in looking to provide nonprofit is now bitcoin to fund it land,False,False,False,False,314.89,False,False,False,False,1.0,0.9887210730599549,324.3367,305.44329999999997,5.0,Neutral,Neutral,1,Neutral,0.9479948282241821
